text,congress,chamber,date,,,,
To pass a Resolution ratifying a treaty between the u.s. and the ponchar tribe of indians.,Nineteenth Congress,Senate,1826-02-02,,,,
"To pass a Resolution ratifying a treaty between the u.s. and the teton, yancton, and yanctonies bands of the sioux tribe of indians.",Nineteenth Congress,Senate,1826-02-02,,,,
To pass a Resolution ratifying a treaty between the u.s. and the sioune and ogalla bands of sioux indians.,Nineteenth Congress,Senate,1826-02-02,,,,
To pass a Resolution ratifying a treaty between the u.s. and the cheyenne tribe of indians.,Nineteenth Congress,Senate,1826-02-02,,,,
To pass a Resolution ratifying a treaty between the u.s. and the hunkpapas band of sioux indians.,Nineteenth Congress,Senate,1826-02-02,,,,
To pass a Resolution ratifying a treaty between the u.s. and the ricara tribe of indians.,Nineteenth Congress,Senate,1826-02-02,,,,
To pass a Resolution ratifying a treaty between the u.s. and the mandau tribe of indians.,Nineteenth Congress,Senate,1826-02-02,,,,
To pass a Resolution ratifying a treaty between the u.s. and the belantse etea or minetarll tribe of indians.,Nineteenth Congress,Senate,1826-02-02,,,,
To pass a Resolution ratifying a treaty between the u.s. and the crow tribe of indians.,Nineteenth Congress,Senate,1826-02-02,,,,
To pass a Resolution ratifying a treaty between the u.s. and the ottoe and missouri tribe of indians.,Nineteenth Congress,Senate,1826-02-02,,,,
To pass a Resolution ratifying a treaty between the u.s. and the pawnee tribe of indians.,Nineteenth Congress,Senate,1826-02-02,,,,
To pass a Resolution ratifying a treaty between the u.s. and the maha tribe of indians.,Nineteenth Congress,Senate,1826-02-02,,,,
"To pass a Resolution ratifying a treaty between the u.s. and the chippeway, sac and fax, menominie, ioway, sioux, winnebago and a portion of the ottowa, chippeway, and powatomie tribes of indians.",Nineteenth Congress,Senate,1826-02-02,,,,
"To pass the Resolution that the injunction of secrecy be removed from the journal of the Senate, on the subject of sending ministers to the Congress of panama.",Nineteenth Congress,Senate,1826-03-14,,,,
"To pass a Resolution ratifying a treaty of friendship, commerce, and navigation between the u.s. and the king of denmark.",Nineteenth Congress,Senate,1826-05-04,,,,
To ratify a treaty with the united kingdom of great britian and ireland.,Nineteenth Congress,Senate,1826-12-26,,,,
To pass a Resolution ratifying the third article of a treaty between the u.s. and mexico on condition that the second words be changed from "inhabitant" to "citizens.",Nineteenth Congress,Senate,1827-02-26,,,,
To ratify the treaty with mexico on condition that its duration be reduced from twelve to six years.,Nineteenth Congress,Senate,1827-02-26,,,,
"To pass a Resolution to ratify the treaty with the republic of columbia, with the execption of the first article.",Nineteenth Congress,Senate,1825-03-09,,,,
"To agree to a Resolution providing that the Senate advise and consent to the ratification of the convention between the u.s. and the free hanseatic republics of lubecks, bremen, and hamburg, concluded at washington, dec. 20, 1827.",Twentieth Congress,Senate,1828-01-07,,,,
"To agree to a Resolution providing that the Senate advise and consent to the ratification of the treaty between the u.s. and his majesty the king of sweden and norway, concluded at stockholm july 4, 1827, together with the separate article thereto.",Twentieth Congress,Senate,1828-01-07,,,,
"To agree to a Resolution providing that the Senate advise and consent to the ratification of the commercial convention between the u.s. and the united kingdom of great britain and ireland concluded at london, aut. 6, 1827.",Twentieth Congress,Senate,1828-01-09,,,,
"To agree to a Resolution providing that the Senate advise and consent to the ratification of the treaty of limits between the u.s. and the united mexican states concluded at mexico city jan. 12, 1828.",Twentieth Congress,Senate,1828-04-28,,,,
"To agree to a Resolution providing that the Senate advise and consent to the ratification of the treaty, made at wyandot village, between the u.s. and the chiefs, headmen, and warriors of the eel river or thorton party of miami indians on feb. 11, 1828, with the exception of the fourth article of the treaty.",Twentieth Congress,Senate,1828-05-01,,,,
"To ratify article of convention with the hanseatic republic of lubeck, bremen and hamburg on june 4, 1828, additional to convention of friendship, commerce and navigation, concluded at washington dec. 20, 1828, between the u.s. and the above republic.",Twentieth Congress,Senate,1828-12-29,,,,
"To agree to a Resolution providing that the Senate advise and consent to the ratification of the treaty between the u.s. and the potawatamie tribe of indians, concluded at st. joseph in the territory of michigan, on sept. 10, 1827.",Twentieth Congress,Senate,1829-02-19,,,,
"To adopt the Resolution: that the Senate, having re-examined the treaty of commerce and navigation (stat. 8 l. 378), concluded may, 1828, with the king of prussia, do again consent thereto, and advise the president to proceed to the exchange of the ratification of same, not withstanding the expiration of time stipulated for exchange by terms of treaty.",Twenty-First Congress,Senate,1829-03-09,,,,
"To adopt the Resolution that the Senate advise and consent to the ratification of the treaty with the emperor of brazil, concluded at rio de janiero, december, 1828, (stat. 8 l 390)",Twenty-First Congress,Senate,1829-03-10,,,,
"To ratify the treaty with the delaware indians upon the sandusky river, made at little sandusky, aug., 1829. (stat. 7 l. 326)",Twenty-First Congress,Senate,1829-12-31,,,,
"To ratify the treaty of commerce and navigation with his majesty, the emperor of austria, concluded at washington, august, 1829. (stat 8 l 398)",Twenty-First Congress,Senate,1830-02-10,,,,
"To pass s. 48, to enable the president to extinguish indian title to lands in indiana.",Twenty-First Congress,Senate,1830-04-02,,,,
"To advise and consent to the ratification of the convention between the u.s. and his majesty, the king of denmark, concluded at copenhagen, march, 1830. (stat. 8 l. 402)",Twenty-First Congress,Senate,1830-05-29,,,,
"To decide, during the trial of james peck, whether to receive in evidence, an abstract of complete titles, under the spanish government, of lands in a part of the province of louisiana, from 1771 to the cession of the u.s., a book containing reports of confirmations by the recorder in the state of missouri, and reports of land claims in the western part of the province of louisiana, by the commissioners for the adjustments of said claims.",Twenty-First Congress,Senate,1831-01-11,,,,
"To adopt the Resolution to ratify two treaties, one of peace, the other of cession, concluded at prairie du chien, july 10 and 15, 1830, between the u.s. and the confederated tribes of indians residing on the upper mississippi. (stat. 7 l. 328)",Twenty-First Congress,Senate,1831-02-05,,,,
To print a report from a select committee to which had been referred memorials for a reduction of the duty on iron and other memorials remonstrating against any such reduction.,Twenty-First Congress,Senate,1831-02-26,,,,
"To ratify the convention between the u.s. of a. and the chiefs and warriors of the senaca tribe on indians of ohio, concluded at washington on feb. 28 to 1831. (stat. 7 l. 348)",Twenty-First Congress,Senate,1831-03-02,,,,
"To advise and consent to the nomination of henry lee as consul general of the u.s., at algiers.",Twenty-First Congress,Senate,1830-03-10,,,,
To advise and consent to the nomination of james gardner as register of the land office.,Twenty-First Congress,Senate,1830-05-10,,,,
"To pass a Resolution, providing that the Senate advise and consent to ratification of the convention, between the u.s. and france, concluded in paris, on july 4, 1831.",Twenty-Second Congress,Senate,1832-01-27,,,,
"To pass a Resolution providing that the Senate advise and consent to the ratification of the treaty between the u.s. and the united mexican states, concluded in mexico on april 5, 1831, together with additional articles, concluded at mexico on same day and year.",Twenty-Second Congress,Senate,1832-03-23,,,,
To pass a Resolution to advise and consent to the ratification of the treaty between the u.s. and the creek indians.,Twenty-Second Congress,Senate,1832-03-29,,,,
"To pass a Resolution providing that the Senate advise and consent to the ratification of treaty between the u.s. of america and the united mexican states, concluded in mexico jan. 12, 1828, tooether with the additional articles thereto, concluded in mexico april 5, 1831.",Twenty-Second Congress,Senate,1832-04-04,,,,
To pass a Resolution providing that the Senate advise and consent to the ratification of treaty between the mixed bands of seneca and shawnee indians.,Twenty-Second Congress,Senate,1832-04-04,,,,
To pass a Resolution providing that the Senate advise and consent to the ratification of the treaty with the shawnee indians.,Twenty-Second Congress,Senate,1832-04-04,,,,
"To pass a Resolution providing that the Senate advise and consent to the ratification of treaty, with the wyandott indians.",Twenty-Second Congress,Senate,1832-04-04,,,,
To pass a Resolution providing that the Senate do advise and consent to the ratification of the treaty with the ottawa indians.,Twenty-Second Congress,Senate,1832-04-04,,,,
To print 5000 copies of the report of the comm. on manufactures relating to s. 179.,Twenty-Second Congress,Senate,1832-04-16,,,,
"To amend s. 147, by eliminating the sum of $150,000 as being the annual bonus to be paid to the government by said bank, thus leaving the amount of the bonus open for further discussion. (p. 1033)",Twenty-Second Congress,Senate,1832-06-06,,,,
"To pass a Resolution providing that the Senate do advise and consent to the ratification of the general convention of peace, amity, commerce and navigation, between the u.s. and the republic of chile, concluded in city of santiago- may 16, 1832.",Twenty-Second Congress,Senate,1832-12-19,,,,
"To pass a Resolution providing that the Senate advise and consent to ratification of treaty between the u.s. and the potawatamies of the state of ind. and mich. territory, concluded at tippecanoe river, indiana, oct. 27, 1832.",Twenty-Second Congress,Senate,1833-01-11,,,,
